Date,site_no,flow_cfs,814_SWE_cm,684_SWE_cm,dayl_s,prcp_mm_day,srad_W_m2,swe_cm,tmax_C,tmin_C,vp_Pa,tmean,convective_fraction,longwave_radiation,potential_energy,potential_evaporation,pressure,shortwave_radiation,specific_humidity,temperature,total_precipitation,wind_u,wind_v
2007-08-01,10133980,10.0,0.0,0.0,50966.05,8.88,326.14,0.0,30.11,13.92,1047.07,22.015,0.2292295212765958,335.4547824604475,40.39440916530278,0.24396987160413697,78252.3299433988,187.13279305692305,0.0077822251170223435,20.4066984089437,0.5111050463720679,-0.6461770321876705,-1.212726404800873
2007-08-02,10133980,13.5,0.0,0.0,50841.11,3.53,277.42,0.0,26.97,13.95,1233.62,20.46,0.21730921303873435,338.90569489907267,44.563094380796514,0.2735049849972723,78278.14993385163,229.2638996863067,0.008675707099018007,18.735120549261826,0.07985250954719042,-1.0138584288052377,-1.2265214129841793
2007-08-03,10133980,17.8,0.0,0.0,50714.23,0.0,349.08,0.0,25.63,13.95,1073.21,19.79,0.4248210788325152,335.29963175122754,202.21676377523193,0.25947479236559085,78302.05817785053,235.62443542007642,0.010350707199764308,17.942175659246313,0.3220287779596291,1.0918773867975997,-0.1260986088379706
2007-08-04,10133980,15.8,0.0,0.0,50585.46,0.0,477.11,0.0,29.54,12.15,696.86,20.845,0.0002668576104746318,303.0532139934534,68.24388870703767,0.319936313420622,78213.47984383526,289.1463981178397,0.007758610554919788,19.369431105726637,3.4915439170758326e-06,0.18447217675941083,0.7857133115111841
2007-08-05,10133980,15.0,0.0,0.0,50454.86,0.0,445.3,0.0,29.06,13.33,814.16,21.195,0.10158546099290783,315.256930578287,85.66523076923077,0.35569862247681405,78058.5734894981,255.40377359519917,0.006642673795599558,20.183121358535384,0.010886947626841247,0.23641843971631207,4.627969858156029
2007-08-06,10133980,14.0,0.0,0.0,50322.49,0.0,470.9,0.0,28.58,11.65,694.15,20.115,0.042473458810692866,299.35073513366075,17.749966175668305,0.38919103246044745,77796.54443466995,288.48606969448997,0.005971443753409712,19.526175204795784,0.005988516093835244,2.3355135024549925,4.578625886524824
2007-08-07,10133980,12.1,0.0,0.0,50188.4,0.0,463.82,0.0,28.03,11.56,706.78,19.795,0.0,281.0069237588653,10.591105291871253,0.3844532392253137,77770.24354064377,295.62091959901807,0.005090474693126024,18.158719267317096,0.0015649754500818333,2.3746760774686315,4.620225722858703
2007-08-08,10133980,10.7,0.0,0.0,50052.65,0.0,514.3,0.0,28.43,8.92,530.0,18.675,0.0,268.1637731860339,0.0,0.3529166121112931,77933.92471153846,296.62285324604477,0.004114398049645391,17.114793062517073,3.278777959629024e-05,2.570173213311512,2.7054296235679227
2007-08-09,10133980,9.83,0.0,0.0,49915.29,0.0,513.05,0.0,29.41,9.87,561.88,19.64,0.0,266.76549645390077,0.6745357337697766,0.3824834629023459,78143.10293235136,296.4351573922532,0.00355221412984179,18.490693644405543,0.0,0.7289348063284236,3.9925020458265155
2007-08-10,10133980,10.2,0.0,0.0,49776.38,0.0,509.94,0.0,29.05,9.7,563.53,19.375,0.0,273.4821031096563,1.3490714675395532,0.39914094380796517,78211.27141503002,292.6517710038189,0.004045239935550805,18.483809019963886,0.0,2.9953648390616485,5.01872817785052
